-13,514,514,296,278,277,273,272,272,272,272,276,276,277
13,304,304,304,303,300,303,308,313,323,340,391,391,391
24,355,355,354,355,359,368,365,366,427,428,432,432,268
-21,514,514,514,342,341,336,335,330,330,329,325,329,330
-18,444,444,448,340,335,325,320,316,311,312,312,312,317
9,255,255,258,258,257,258,258,259,263,264,275,384,379
3,306,310,305,301,300,300,300,301,301,302,302,312,427
-7,363,363,357,353,352,351,351,347,351,351,352,353,354
12,252,252,248,239,243,239,244,248,257,258,347,342,341
-8,257,257,256,252,247,246,246,242,242,246,243,247,252
-28,517,513,513,513,341,311,306,300,296,295,290,287,290
26,320,319,320,324,329,330,339,340,346,592,429,429,428
-2,296,295,286,285,285,281,281,281,281,281,286,291,305
-13,429,429,308,303,290,293,289,289,289,288,289,289,294
18,240,243,239,243,243,244,249,257,259,463,433,429,555
-7,340,340,340,338,329,329,325,325,324,328,330,334,338
32,335,339,339,340,340,341,346,360,517,513,514,518,604
21,340,340,340,344,344,345,350,359,361,425,425,517,559
-24,516,585,258,257,434,208,212,203,198,197,197,198,190
